creation_time,post_owner.id,post_owner.name,post_owner.username,id,media_id,tags,creation_time_tw
2025-01-08 11:01:07+00:00,424222770300949,阿滴,rayduenglish,1344827700732159,1344827700732159,{'0': '1038221494985274'},2025-01-08 19:01:07+08:00
2025-01-22 11:01:13+00:00,424222770300949,阿滴,rayduenglish,1425269595903736,1425269595903736,{'0': 'non_public_2353364655143802'},2025-01-22 19:01:13+08:00
2025-03-15 10:02:05+00:00,424222770300949,阿滴,rayduenglish,1471360121660266,1471360121660266,{'0': 'non_public_918530217322147'},2025-03-15 18:02:05+08:00
2025-05-03 10:01:51+00:00,424222770300949,阿滴,rayduenglish,1439804057936009,1439804057936009,{'0': '1038221494985274'},2025-05-03 18:01:51+08:00
2025-05-24 04:02:02+00:00,424222770300949,阿滴,rayduenglish,4334945120122261,4334945120122261,{'0': '1038221494985274'},2025-05-24 12:02:02+08:00
2025-05-31 04:01:36+00:00,424222770300949,阿滴,rayduenglish,1603445350689086,1603445350689086,{'0': '1038221494985274'},2025-05-31 12:01:36+08:00
2025-06-12 10:01:16+00:00,424222770300949,阿滴,rayduenglish,1168279501820699,1168279501820699,"{'0': '1369666988230326', '1': '809142874593793'}",2025-06-12 18:01:16+08:00
2025-06-27 11:06:09+00:00,424222770300949,阿滴,rayduenglish,2281460425683924,2281460425683924,{'0': '2026511447906793'},2025-06-27 19:06:09+08:00
2025-07-02 10:59:30+00:00,424222770300949,阿滴,rayduenglish,923009763566189,923009763566189,{'0': '1038221494985274'},2025-07-02 18:59:30+08:00
2025-07-19 04:01:03+00:00,424222770300949,阿滴,rayduenglish,1672692427228873,1672692427228873,{'0': '402180799366662'},2025-07-19 12:01:03+08:00
2025-07-22 04:24:41+00:00,424222770300949,阿滴,rayduenglish,4240353289536358,4240353289536358,{'0': '290088344136096'},2025-07-22 12:24:41+08:00
2025-07-27 04:01:34+00:00,424222770300949,阿滴,rayduenglish,1210425601274688,1210425601274688,{'0': '402180799366662'},2025-07-27 12:01:34+08:00
2025-08-16 04:01:18+00:00,424222770300949,阿滴,rayduenglish,1280655947291957,1280655947291957,{'0': '25546398118309951'},2025-08-16 12:01:18+08:00
2025-08-24 04:00:50+00:00,424222770300949,阿滴,rayduenglish,2245237239303063,2245237239303063,{'0': '25546398118309951'},2025-08-24 12:00:50+08:00
2025-08-30 04:41:39+00:00,424222770300949,阿滴,rayduenglish,1854411751876483,1854411751876483,{'0': '563817662766585'},2025-08-30 12:41:39+08:00
2025-09-03 10:02:45+00:00,424222770300949,阿滴,rayduenglish,3835149700125728,3835149700125728,{'0': '1277326786706387'},2025-09-03 18:02:45+08:00
2025-09-06 04:02:12+00:00,424222770300949,阿滴,rayduenglish,878610018112653,878610018112653,{'0': '563817662766585'},2025-09-06 12:02:12+08:00
2025-09-13 04:01:04+00:00,424222770300949,阿滴,rayduenglish,901197432269334,901197432269334,{'0': '1544322663352586'},2025-09-13 12:01:04+08:00
2025-09-15 06:22:42+00:00,424222770300949,阿滴,rayduenglish,1404579824472769,1404579824472769,"{'0': '1124028172420710', '1': '3427514364079180', '2': '598338932539754'}",2025-09-15 14:22:42+08:00
2025-09-20 04:01:38+00:00,424222770300949,阿滴,rayduenglish,902586745461110,902586745461110,{'0': '1544322663352586'},2025-09-20 12:01:38+08:00
2025-09-27 04:01:04+00:00,424222770300949,阿滴,rayduenglish,1331807758635556,1331807758635556,{'0': '3427514364079180'},2025-09-27 12:01:04+08:00
2025-10-04 04:00:40+00:00,424222770300949,阿滴,rayduenglish,884463081218157,884463081218157,{'0': '3427514364079180'},2025-10-04 12:00:40+08:00
2025-10-11 04:01:27+00:00,424222770300949,阿滴,rayduenglish,1900943733884065,1900943733884065,{'0': '1652576325607802'},2025-10-11 12:01:27+08:00
2025-10-18 06:13:02+00:00,424222770300949,阿滴,rayduenglish,840201365731301,840201365731301,{'0': '1652576325607802'},2025-10-18 14:13:02+08:00
2025-11-22 04:02:06+00:00,424222770300949,阿滴,rayduenglish,3811037339027286,3811037339027286,{'0': '25546398118309951'},2025-11-22 12:02:06+08:00
2025-11-29 04:01:07+00:00,424222770300949,阿滴,rayduenglish,1214150547513324,1214150547513324,{'0': '25546398118309951'},2025-11-29 12:01:07+08:00
2025-12-10 10:01:38+00:00,424222770300949,阿滴,rayduenglish,1376926800839066,1376926800839066,{'0': '1107267981407843'},2025-12-10 18:01:38+08:00
2025-12-25 10:01:33+00:00,424222770300949,阿滴,rayduenglish,1835706734499055,1835706734499055,{'0': '1670354851004961'},2025-12-25 18:01:33+08:00
2025-12-27 04:00:52+00:00,424222770300949,阿滴,rayduenglish,1746352629683705,1746352629683705,{'0': '1670354851004961'},2025-12-27 12:00:52+08:00
2025-12-29 10:39:29+00:00,424222770300949,阿滴,rayduenglish,1224060469832370,1224060469832370,{'0': '1038221494985274'},2025-12-29 18:39:29+08:00
