creation_time,post_owner.id,post_owner.name,post_owner.username,id,media_id,tags,creation_time_tw
2025-02-25 10:42:01+00:00,2009331956199953,Emma 艾瑪,xollox121,938902151894666,938902151894666,{'0': 'non_public_657587940120066'},2025-02-25 18:42:01+08:00
2025-03-17 10:02:50+00:00,2009331956199953,Emma 艾瑪,xollox121,2317668205312902,2317668205312902,{'0': '668548326346628'},2025-03-17 18:02:50+08:00
2025-05-07 12:57:42+00:00,2009331956199953,Emma 艾瑪,xollox121,2064417654100307,2064417654100307,"{'0': '24490147730658982', '1': '937704692026417'}",2025-05-07 20:57:42+08:00
2025-05-21 04:23:44+00:00,2009331956199953,Emma 艾瑪,xollox121,2459711514445462,2459711514445462,{'0': '1889579281650710'},2025-05-21 12:23:44+08:00
2025-06-18 11:26:20+00:00,2009331956199953,Emma 艾瑪,xollox121,966215539065912,966215539065912,{'0': '1487948612198314'},2025-06-18 19:26:20+08:00
2025-06-21 03:56:55+00:00,2009331956199953,Emma 艾瑪,xollox121,2106715270125408,2106715270125408,"{'0': 'non_public_25778147011791962', '1': 'non_public_2605360699836046', '2': '2611280542364813'}",2025-06-21 11:56:55+08:00
2025-06-24 03:36:49+00:00,2009331956199953,Emma 艾瑪,xollox121,1213813690872809,1213813690872809,{'0': '3886638751587698'},2025-06-24 11:36:49+08:00
2025-07-11 04:09:45+00:00,2009331956199953,Emma 艾瑪,xollox121,903519602640754,903519602640754,{'0': '483656284126706'},2025-07-11 12:09:45+08:00
2025-07-16 06:02:36+00:00,2009331956199953,Emma 艾瑪,xollox121,4397364650510818,4397364650510818,"{'0': 'non_public_25778147011791962', '1': 'non_public_2605360699836046', '2': '2611280542364813'}",2025-07-16 14:02:36+08:00
2025-08-05 11:17:01+00:00,2009331956199953,Emma 艾瑪,xollox121,2116200122449151,2116200122449151,{'0': '880504708161078'},2025-08-05 19:17:01+08:00
2025-10-15 10:01:09+00:00,2009331956199953,Emma 艾瑪,xollox121,1236584881309620,1236584881309620,{'0': '930936469393122'},2025-10-15 18:01:09+08:00
2025-11-01 07:41:21+00:00,2009331956199953,Emma 艾瑪,xollox121,1408525194396782,1408525194396782,{'0': '1915681912668913'},2025-11-01 15:41:21+08:00
